WKT,name,description,startVertex,nextVertex,totalRute,edgesDistance
"LINESTRING (106.884778 -6.225639, 106.85325 -6.231361)",Edges 1 (Gudang 'Z' - A),Jarak Edges: 3.55 Km
Rute: 6 Km,Z,A,6,3.55
"LINESTRING (106.884778 -6.225639, 106.851543 -6.261294)",Edges 2 (Gudang 'Z' - S),Jarak Edges: 5.41 Km
Rute: 11 Km,Z,S,11,5.41
"LINESTRING (106.884778 -6.225639, 106.912484 -6.202521)",Edges 3 (Gudang 'Z' - M),Jarak Edges: 4.0 Km
Rute:  7 Km,Z,M,7,4.00
"LINESTRING (106.884778 -6.225639, 106.865641 -6.1898915)",Edges 4 (Gudang 'Z' - B),Jarak Edges: 4.51 Km
Rute: 8 Km,Z,B,8,4.51
"LINESTRING (106.912484 -6.202521, 106.95518 -6.191119)",Edges 5 (M - D),Jarak Edges: 4.89 Km
Rute: 8 Km,M,D,8,4.89
"LINESTRING (106.9058098 -6.1706509, 106.912484 -6.202521)",Edges 6 (M - C),Jarak Edges: 3.62 Km
Rute: 5 Km,M,C,5,3.62
"LINESTRING (106.865641 -6.1898915, 106.912484 -6.202521)",Edges 7 (M - B),Jarak Radius: 5.37 Km
Rute: 8 Km,M,B,8,5.37
"LINESTRING (106.95518 -6.191119, 106.9058098 -6.1706509)",Edges 8 (D - C),Jarak Edges: 5.92 Km
Rute: 8 Km,D,C,8,5.92
"LINESTRING (106.865641 -6.1898915, 106.9058098 -6.1706509)",Edges 9 (C - B),Jarak Edges: 4.93 Km
Rute: 8 Km,C,B,8,4.93
"LINESTRING (106.9058098 -6.1706509, 106.8694176 -6.1426608)",Edges 10 (C - E),Jarak Edges: 5.09 Km
Rute: 8 Km,C,E,8,5.09
"LINESTRING (106.85325 -6.231361, 106.865641 -6.1898915)",Edges 11 (A - B),Jarak Edges: 4.82 Km
Rute: 10 Km,A,B,10,4.82
"LINESTRING (106.85325 -6.231361, 106.8234123 -6.2160463)",Edges 12 (A - N),Jarak Edges: 3.72 Km
Rute: 7 Km,A,N,7,3.72
"LINESTRING (106.85325 -6.231361, 106.851543 -6.261294)",Edges 13 (S - A),Jarak Edges: 3.34 Km
Rute: 6 Km,S,A,6,3.34
"LINESTRING (106.851543 -6.261294, 106.896956 -6.275595)",Edges 14 (S - R),Jarak Edges: 5.27 Km
Rute: 12 Km,S,R,12,5.27
"LINESTRING (106.807427 -6.244159, 106.8234123 -6.2160463)",Edges 15 (F - N),Jarak Edges: 3.59 Km
Rute: 7 Km,F,N,7,3.59
"LINESTRING (106.807427 -6.244159, 106.85325 -6.231361)",Edges 16 (F - A),Jarak Edges: 5.27 Km
Rute: 8 Km,F,A,8,5.27
"LINESTRING (106.83146 -6.320602, 106.896956 -6.275595)",Edges 17 (R - H),Jarak Edges: 8.81 Km
Rute: 16 Km,R,H,16,8.81
"LINESTRING (106.900811 -6.34517, 106.896956 -6.275595)",Edges 18 (R - I),Jarak Edges: 7.76Km
Rute: 12 Km,R,I,12,7.76
"LINESTRING (106.900811 -6.34517, 106.83146 -6.320602)",Edges 19 (I - H),Jarak Edges: 8.15 Km 
Rute: 18 Km,I,H,18,8.15
"LINESTRING (106.807427 -6.276239, 106.83146 -6.320602)",Edges 20 (H - G),Jarak Edges: 5.61 Km
Rute: 11 Km,H,G,11,5.61
"LINESTRING (106.83146 -6.320602, 106.851543 -6.261294)",Edges 21 (H - S),Jarak Edges: 6.97 Km
Rute: 8 Km,H,S,8,6.97
"LINESTRING (106.807427 -6.244159, 106.807427 -6.276239)",Edges 22 (G - F),Jarak Edges: 3.57 Km
Rute: 5 Km,G,F,5,3.57
"LINESTRING (106.807427 -6.276239, 106.851543 -6.261294)",Edges 23 (G - S),Jarak Edges: 5.16 Km
Rute: 8 Km,G,S,8,5.16
"LINESTRING (106.807427 -6.244159, 106.851543 -6.261294)",Edges 24 (F - S) ,Jarak Edges: 5.24 Km
Rute: 8 Km,F,S,8,5.24
"LINESTRING (106.8234123 -6.2160463, 106.865641 -6.1898915)",Edges 25 (N - B),Jarak Edges: 5.51 Km
Rute: 8 Km,N,B,8,5.51
"LINESTRING (106.8234123 -6.2160463, 106.815726 -6.180534)",Edges 26 (N - Q),Jarak Edges: 4.04 Km
Rute: 6 Km,N,Q,6,4.04
"LINESTRING (106.7954822 -6.2022437, 106.8234123 -6.2160463)",Edges 27 (N - L),Jarak Edges: 3.45 Km
Rute: 5 Km,N,L,5,3.45
"LINESTRING (106.7954822 -6.2022437, 106.807427 -6.244159)",Edges 28 (F - L),Jarak Edges: 4.85 Km
Rute: 7 Km,F,L,7,4.85
"LINESTRING (106.865641 -6.1898915, 106.8694176 -6.1426608)",Edges 29 (B - E),Jarak Edges: 5.27 Km
Rute: 10 Km,B,E,10,5.27
"LINESTRING (106.865641 -6.1898915, 106.82116 -6.15337)",Edges 30 (B - O),Jarak Edges: 6.38 Km
Rute: 10 Km,B,O,10,6.38
"LINESTRING (106.865641 -6.1898915, 106.815726 -6.180534)",Edges 31 (B - Q),Jarak Edges: 5.62 Km
Rute: 9 Km,B,Q,9,5.62
"LINESTRING (106.8694176 -6.1426608, 106.82116 -6.15337)",Edges 32 (E - O),Jarak Edges: 5.47 Km
Rute: 8 Km,E,O,8,5.47
"LINESTRING (106.815726 -6.180534, 106.82116 -6.15337)",Edges 33 (Q - O),Jarak Edges: 3.08 Km
Rute: 5 Km,Q,O,5,3.08
"LINESTRING (106.7780937 -6.1533689, 106.815726 -6.180534)",Edges 34 (Q - K),Jarak Edges: 5.15 Km
Rute: 8 Km,Q,K,8,5.15
"LINESTRING (106.7780937 -6.1533689, 106.82116 -6.15337)",Edges 35 (O - K),Jarak Edges: 4.77 Km
Rute: 8 Km,O,K,8,4.77
"LINESTRING (106.7954822 -6.2022437, 106.815726 -6.180534)",Edges 36 (L - Q),Jarak Edges: 3.30 Km
Rute: 4 Km,L,Q,4,3.30
"LINESTRING (106.7780937 -6.1533689, 106.7954822 -6.2022437)",Edges 37 (L - K),Jarak Edges: 5.77 Km
Rute: 11 Km,L,K,11,5.77
"LINESTRING (106.7604751 -6.1869878, 106.7954822 -6.2022437)",Edges 38 (L - P),Jarak Edges: 4.23 Km
Rute: 9 Km,L,P,9,4.23
"LINESTRING (106.7780937 -6.1533689, 106.7604751 -6.1869878)",Edges 39 (P - K),Jarak Edges: 4.22 Km
Rute: 7 Km,P,K,7,4.22
"LINESTRING (106.71679 -6.162244, 106.7604751 -6.1869878)",Edges 40 (P - J),Jarak Edges: 5.56 Km
Rute: 10 Km,P,J,10,5.56
"LINESTRING (106.71679 -6.162244, 106.7780937 -6.1533689)",Edges 41 (K - J),Jarak Edges: 6.86 Km
Rute: 9 Km,K,J,9,6.86
